Test Accuracy: 0.2912
Total samples: 4502
Correct predictions: 1311

Model Configuration:
  Embedding size: 128
  Hidden size: 256
  Encoder layers: 3
  Decoder layers: 3
  Cell type: lstm
  Beam size: 5

source,prediction,target,correct
dhaak,धाक,धाक,True
dhak,धकक,धाक,False
dhaaga,धागा,धागा,True
dhaagaa,धागा,धागा,True
dhaga,धगा,धागा,False
dhaatuein,धातुतें,धातुएं,False
dhaatuyein,धातुयाएं,धातुएं,False
dhtuen,ध्टुएं,धातुएं,False
dhaarak,धारक,धारक,True
dharak,धरकक,धारक,False
dhaari,धारी,धारी,True
dhari,धारी,धारी,True
dhuan,धुन,धुआं,False
dhunaai,धुनाई,धुनाई,True
dhunai,धुनाई,धुनाई,True
dhuriya,धुरिया,धुरिया,True
dhuriyaa,धुरिया,धुरिया,True
dhuni,धुनी,धूनी,False
dhairyavaan,धैर्यवान,धैर्यवान,True
dhairyawan,धैर्यवन,धैर्यवान,False
dhiryavan,धिर्यवान,धैर्यवान,False
dhiryawaan,धिर्यवान,धैर्यवान,False
dhokebaaj,धोकेबाज,धोखेबाज,False
dhokebaaz,धोकेबाज,धोखेबाज,False
dhokebaj,धोकेबाज,धोखेबाज,False
dhokebaz,धोकेबाज,धोखेबाज,False
dhokhebaaj,धोखेबाज,धोखेबाज,True
dhokhebaj,धोखेबाज,धोखेबाज,True
dhona,धोना,धोना,True
dhonaa,धोना,धोना,True
dhoraaji,धोराजी,धोराजी,True
dhoraji,धोराजी,धोराजी,True
dhoron,धोरों,धोरों,True
dhyeyavaadi,ध्येयवादी,ध्येयवादी,True
dhyeywadi,ध्येयवादी,ध्येयवादी,True
dyeyvadi,द्येयवादी,ध्येयवादी,False
dhrupad,ध्रुपद,ध्रुपद,True
drupad,द्रुपद,ध्रुपद,False
nandanvan,नंदनवन,नंदनवन,True
nadsa,नदसा,नक्सल,False
naksal,नकसाल,नक्सल,False
naxal,नालल,नक्सल,False
naksalavaad,नकससलवाद,नक्सलवाद,False
naksalwaad,नक्सलवाद,नक्सलवाद,True
naksalwad,नक्सलवाद,नक्सलवाद,True
naxalvaaad,नाललवाद,नक्सलवाद,False
naxalwaad,नाललवाद,नक्सलवाद,False
naksaliyon,नकससलियों,नक्सलियों,False
naxaliyon,नालालियों,नक्सलियों,False
naksali,नकससली,नक्सली,False
naxali,नालली,नक्सली,False
nagaada,नगादा,नगाड़ा,False
nagaadaa,नगादा,नगाड़ा,False
nagaaraa,नगारा,नगाड़ा,False
nageene,नगीने,नगीने,True
nagine,नगीने,नगीने,True
najarandaaj,नजरंदाज,नजरंदाज,True
najarandaaz,नजरंदाज,नजरंदाज,True
nazarandaaj,नजरंदाज,नजरंदाज,True
nazarandaaz,नजरंदाज,नजरंदाज,True
nazarandaz,नजरंदाज,नजरंदाज,True
najraane,नजराने,नजराने,True
nazraane,नजराने,नजराने,True
najariyon,नजारियों,नजरियों,False
najriyon,नजजरियों,नजरियों,False
najron,नजरों,नजरों,True
najeeb,नजीबब,नजीब,False
najib,नजीब,नजीब,True
najibabaad,नजिबबबाद,नजीबाबाद,False
najibabad,नजीबबबाद,नजीबाबाद,False
najeem,नजीम,नजीम,True
najim,नजीम,नजीम,True
nazeem,नजीमम,नजीम,False
nana,नान,नना,False
nanaa,नना,नना,True
nna,नना,नना,True
nanhe,नाहे,नन्हें,False
nanhein,नाहहें,नन्हें,False
nabj,नबब,नब्ज़,False
nabja,नब्जा,नब्ज़,False
nabz,नबब,नब्ज़,False
namkeen,नमकीन,नमकीन,True
namkin,नमकीन,नमकीन,True
narnaari,नर्णारी,नरनारी,False
narnari,नर्ररी,नरनारी,False
narbhakshi,नर्भक्षी,नरभक्षी,False
naram,नररम,नरम,False
narm,नर्म,नरम,False
narmi,नर्मी,नरमी,False
narsanhar,नरससंहर,नरसंहार,False
narsanharon,नरससंहरों,नरसंहारों,False
november,नोवेंबर,नवंबर,False
navketan,नवकेततन,नवकेतन,False
navjaagaran,नवजागारण,नवजागरण,False
navjagran,नवजगग्रण,नवजागरण,False
navdha,नव्धा,नवधा,False
navvadhoo,नववाधू,नववधू,False
navvadhu,नववाधु,नववधू,False
nava,नवा,नवा,True
navaa,नवा,नवा,True
navate,नवाते,नवाते,True
navanagar,नवानगार,नवानगर,False
nawanagar,नवानगार,नवानगर,False
navya,नव्या,नव्या,True
naseem,नसीम,नसीम,True
nasim,नसीम,नसीम,True
nights,निइट्स,नाइट्रस,False
nitrous,नित्रूस,नाइट्रस,False
nineteez,निनेतीज,नाइनटीज,False
nineties,निनेटीस,नाइनटीज,False
ninties,निंटीस,नाइनटीज,False
nau,नौऊ,नाऊ,False
nauu,नौऊ,नाऊ,False
naakaam,नाकाम,नाकाम,True
nakam,नकाम,नाकाम,False
naagrik,नाग्रिक,नागारिक,False
nagarik,नगगरिक,नागारिक,False
nagrik,नग्रिक,नागारिक,False
nagin,नगीन,नागिन,False
nadep,नदेप,नाडेप,False
nanak,नाक,नानक,False
nanavati,ननावती,नानावती,False
napane,नपने,नापने,False
napne,नपने,नापने,False
napa,नापा,नापा,True
naam,नाम,नाम,True
naamdhari,नामधधरी,नामधारी,False
namdhari,नमधारी,नामधारी,False
namankano,नमंकनों,नामांकनों,False
namankanon,नमंकनों,नामांकनों,False
namavaliyon,नमावलियों,नामावलियों,False
naamo,नामो,नामो,True
namo,नमम,नामो,False
nayak,नायक,नायक,True
naraji,नराजी,नाराजी,False
naraingarh,नरांगार,नारायणगढ़,False
narayangadh,नरायंगढ़,नारायणगढ़,False
narayangarh,नरायंगर,नारायणगढ़,False
naasar,नासर,नासर,True
nahargadh,नहर्गढ़,नाहरगढ,False
nahargarh,नहर्गर,नाहरगढ,False
nikalegi,निकलेगी,निकलेगी,True
nikalogi,निकालोगी,निकलेगी,False
nikaalani,निकालनी,निकालनी,True
nikaalni,निकालनी,निकालनी,True
nikalani,निकलानी,निकालनी,False
nikalni,निकलनी,निकालनी,False
nicki,निकी,निकी,True
nicky,निकी,निकी,True
niki,निकी,निकी,True
niketan,निकेतान,निकेतन,False
nikhar,निखार,निखर,False
nikhari,निखारी,निखरी,False
nigar,निगार,निगर,False
nigger,निगगर,निगर,False
nichala,निचाला,निचला,False
nichalaa,निचाला,निचला,False
nichla,निचला,निचला,True
nitiyon,नितियों,नितियों,True
nitya,नित्या,नित्या,True
nityaa,नित्या,नित्या,True
nidhaan,निधान,निधान,True
nidhan,निधान,निधान,True
nipatara,निपतारा,निपटारा,False
niptaara,निप्तारा,निपटारा,False
niptaaraa,निप्तारा,निपटारा,False
niptara,निप्तरा,निपटारा,False
niyanta,नियंता,नियंता,True
niyantaa,नियंता,नियंता,True
niya,निया,निया,True
niyaa,निया,निया,True
nirdeshika,निर्देशिका,निर्देशिका,True
nirdeshikaa,निर्देशिका,निर्देशिका,True
nirdhaarit,निर्धारित,निर्धारित,True
nirdharit,निर्धारत,निर्धारित,False
nirbaadh,निर्बाध,निर्बाध,True
nirbadh,निर्बाध,निर्बाध,True
niveshakartaa,निवेशकारता,निवेशकर्ता,False
niveshkarta,निवेशक्र्त,निवेशकर्ता,False
